"id","code","name","city_id"
"886","320921","响水县","775"
"887","320922","滨海县","775"
"888","320923","阜宁县","775"
"889","320924","射阳县","775"
"890","320925","建湖县","775"
"891","320981","东台市","775"
"892","320982","大丰市","775"
"893","321001","市辖区","776"
"894","321002","广陵区","776"
"895","321003","邗江区","776"
"896","321011","郊　区","776"
"897","321023","宝应县","776"
"898","321081","仪征市","776"
"899","321084","高邮市","776"
"900","321088","江都市","776"
"901","321101","市辖区","777"
"902","321102","京口区","777"
"903","321111","润州区","777"
"904","321112","丹徒区","777"
"905","321181","丹阳市","777"
"906","321182","扬中市","777"
"907","321183","句容市","777"
"908","321201","市辖区","778"
"909","321202","海陵区","778"
"910","321203","高港区","778"
"911","321281","兴化市","778"
"912","321282","靖江市","778"
"913","321283","泰兴市","778"
"914","321284","姜堰市","778"
"915","321301","市辖区","779"
"916","321302","宿城区","779"
"917","321311","宿豫区","779"
"918","321322","沭阳县","779"
"919","321323","泗阳县","779"
"920","321324","泗洪县","779"
"921","330101","市辖区","780"
"922","330102","上城区","780"
"923","330103","下城区","780"
"924","330104","江干区","780"
"925","330105","拱墅区","780"
"926","330106","西湖区","780"
"927","330108","滨江区","780"
"928","330109","萧山区","780"
"929","330110","余杭区","780"
"930","330122","桐庐县","780"
"931","330127","淳安县","780"
"932","330182","建德市","780"
"933","330183","富阳市","780"
"934","330185","临安市","780"
"935","330201","市辖区","781"
"936","330203","海曙区","781"
"937","330204","江东区","781"
"938","330205","江北区","781"
"939","330206","北仑区","781"
"940","330211","镇海区","781"
"941","330212","鄞州区","781"
"942","330225","象山县","781"
"943","330226","宁海县","781"
"944","330281","余姚市","781"
"945","330282","慈溪市","781"
"946","330283","奉化市","781"
"947","330301","市辖区","782"
"948","330302","鹿城区","782"
"949","330303","龙湾区","782"
"950","330304","瓯海区","782"
"951","330322","洞头县","782"
"952","330324","永嘉县","782"
"953","330326","平阳县","782"
"954","330327","苍南县","782"
"955","330328","文成县","782"
"956","330329","泰顺县","782"
"957","330381","瑞安市","782"
"958","330382","乐清市","782"
"959","330401","市辖区","783"
"960","330402","秀城区","783"
"961","330411","秀洲区","783"
"962","330421","嘉善县","783"
"963","330424","海盐县","783"
"964","330481","海宁市","783"
"965","330482","平湖市","783"
"966","330483","桐乡市","783"
"967","330501","市辖区","784"
"968","330502","吴兴区","784"
